Title,Country,Publication_Year,Long_Lat,Level_1 ,Level_1_Interaction,Level_2,Level_2_Interaction,Study_Treatment,Soil_Depth_Increment,MAP,MAT,Mean_annual_evapotranspiration,Mean_annual_precipitation,Mean_annual_temperature,Elevation,Plot_sample_size,Sample_number,Plot_size,Study_start_t0,Study_end_tx,Study_duration,Indicators included,Soil_Depth_Increment,MAP,MAT,Mean_annual_evapotranspiration,Mean_annual_precipitation ,Mean_annual_temperature,Elevation ,Plot_sample_size,Sample_number,Plot_size ,Study_start_t0,Study_end_tx,Study_duration ,Indicators included,OC_t0,OC_t0_SD,OC_tx,OC_tx_SD,OM_t0,OM_t0_SD,OM_tx,OM_tx_SD,BD_t0,BD_t0_SD,BD_tx,BD_tx_SD,SOC_stock_t0,SOC_stock_t0_SD,SOC_stock_tx,SOC_stock_tx_SD,SOC_stock_absDelta,SOC_stock_percDelta,SOC_abs_delta_annualized,OC_absDelta,OC_percDelta,OM_absDelta,OM_percDelta,Dominant_Veg,Soil_Texture,Sand,Animal_Category,Animal_Size_Class,Animal_type,Study_quality,Reviewer,Comment ,Comment_2,Outlier
Limited increases in savanna carbon stocks over decades of fire suppression,South Africa,2022,"22.3333, -31.1667",Fire management,,Fire inducement,,annual_burn,30-45,700,,,,,577,12,4,100,1954,2021,804,"Soil sand
 content, Soil bulk
 density, Soil δ13C",30-45,700,,,,,577,12.00,4,100,1954,2021,804,"Soil sand
content, Soil bulk
density, Soil δ13C",,,,,,,,,,,1.58,0.03,,,5,1,-1,-16.7,,,,,,Mixed,,90.1,,,,Good,Raqib,"Triennial burning considered 'control' because authors state it is close to typical unmanaged fire interval ~3.5 years. Do we need both fire removal and controlled burning as treatments? Surprising, almost no effect on SOC",,0
Limited increases in savanna carbon stocks over decades of fire suppression,South Africa,2022,"22.3333, -31.1667",Fire management,,Fire inducement,,annual_burn,45-60,700,,,,,577,12,4,100,1954,2021,804,"Soil sand
 content, Soil bulk
 density, Soil δ13C",45-60,700,,,,,577,12.00,4,100,1954,2021,804,"Soil sand
content, Soil bulk
density, Soil δ13C",,,,,,,,,,,1.58,0.03,,,4,1,-1,-20.0,,,,,,Mixed,,90.1,,,,Good,Raqib,"Triennial burning considered 'control' because authors state it is close to typical unmanaged fire interval ~3.5 years. Do we need both fire removal and controlled burning as treatments? Surprising, almost no effect on SOC",,0
Limited increases in savanna carbon stocks over decades of fire suppression,South Africa,2022,"22.3333, -31.1667",Fire management,,Control,,triennial_burn (control),0-15,700,,,,,577,12,4,100,1954,2021,804,"Soil sand
 content, Soil bulk
 density, Soil δ13C",0-15,700,,,,,577,12.00,4,100,1954,2021,804,"Soil sand
content, Soil bulk
density, Soil δ13C",,,,,,,,,,,1.57,0.01,,,17,3,,,,,,,,Mixed,,90,,,,Good,Raqib,"Triennial burning considered 'control' because authors state it is close to typical unmanaged fire interval ~3.5 years. Do we need both fire removal and controlled burning as treatments? Surprising, almost no effect on SOC",,0
Limited increases in savanna carbon stocks over decades of fire suppression,South Africa,2022,"22.3333, -31.1667",Fire management,,Control,,triennial_burn (control),15-30,700,,,,,577,12,4,100,1954,2021,804,"Soil sand
 content, Soil bulk
 density, Soil δ13C",15-30,700,,,,,577,12.00,4,100,1954,2021,804,"Soil sand
content, Soil bulk
density, Soil δ13C",,,,,,,,,,,1.57,0.01,,,7,2,,,,,,,,Mixed,,90,,,,Good,Raqib,"Triennial burning considered 'control' because authors state it is close to typical unmanaged fire interval ~3.5 years. Do we need both fire removal and controlled burning as treatments? Surprising, almost no effect on SOC",,0
Limited increases in savanna carbon stocks over decades of fire suppression,South Africa,2022,"22.3333, -31.1667",Fire management,,Control,,triennial_burn (control),30-45,700,,,,,577,12,4,100,1954,2021,804,"Soil sand
 content, Soil bulk
 density, Soil δ13C",30-45,700,,,,,577,12.00,4,100,1954,2021,804,"Soil sand
content, Soil bulk
density, Soil δ13C",,,,,,,,,,,1.57,0.01,,,6,2,,,,,,,,Mixed,,90,,,,Good,Raqib,"Triennial burning considered 'control' because authors state it is close to typical unmanaged fire interval ~3.5 years. Do we need both fire removal and controlled burning as treatments? Surprising, almost no effect on SOC",,0
Limited increases in savanna carbon stocks over decades of fire suppression,South Africa,2022,"22.3333, -31.1667",Fire management,,Control,,triennial_burn (control),45-60,700,,,,,577,12,4,100,1954,2021,804,"Soil sand
 content, Soil bulk
 density, Soil δ13C",45-60,700,,,,,577,12.00,4,100,1954,2021,804,"Soil sand
content, Soil bulk
density, Soil δ13C",,,,,,,,,,,1.57,0.01,,,5,2,,,,,,,,Mixed,,90,,,,Good,Raqib,"Triennial burning considered 'control' because authors state it is close to typical unmanaged fire interval ~3.5 years. Do we need both fire removal and controlled burning as treatments? Surprising, almost no effect on SOC",,0
Limited increases in savanna carbon stocks over decades of fire suppression,South Africa,2022,"22.3333, -31.1667",Fire management,,Fire suppression,,no_burn,0-15,700,,,,,577,12,4,100,1954,2021,804,"Soil sand
 content, Soil bulk
 density, Soil δ13C",0-15,700,,,,,577,12.00,4,100,1954,2021,804,"Soil sand
content, Soil bulk
density, Soil δ13C",,,,,,,,,,,1.57,0.02,,,19,1,2,11.76470588,,,,,,Mixed,,89.4,,,,Good,Raqib,"Triennial burning considered 'control' because authors state it is close to typical unmanaged fire interval ~3.5 years. Do we need both fire removal and controlled burning as treatments? Surprising, almost no effect on SOC",,0
Limited increases in savanna carbon stocks over decades of fire suppression,South Africa,2022,"22.3333, -31.1667",Fire management,,Fire suppression,,no_burn,15-30,700,,,,,577,12,4,100,1954,2021,804,"Soil sand
 content, Soil bulk
 density, Soil δ13C",15-30,700,,,,,577,12.00,4,100,1954,2021,804,"Soil sand
content, Soil bulk
density, Soil δ13C",,,,,,,,,,,1.57,0.02,,,6,1,-1,-14.28571429,,,,,,Mixed,,89.4,,,,Good,Raqib,"Triennial burning considered 'control' because authors state it is close to typical unmanaged fire interval ~3.5 years. Do we need both fire removal and controlled burning as treatments? Surprising, almost no effect on SOC",,0
Limited increases in savanna carbon stocks over decades of fire suppression,South Africa,2022,"22.3333, -31.1667",Fire management,,Fire suppression,,no_burn,30-45,700,,,,,577,12,4,100,1954,2021,804,"Soil sand
 content, Soil bulk
 density, Soil δ13C",30-45,700,,,,,577,12.00,4,100,1954,2021,804,"Soil sand
content, Soil bulk
density, Soil δ13C",,,,,,,,,,,1.57,0.02,,,5,1,-1,-16.66666667,,,,,,Mixed,,89.4,,,,Good,Raqib,"Triennial burning considered 'control' because authors state it is close to typical unmanaged fire interval ~3.5 years. Do we need both fire removal and controlled burning as treatments? Surprising, almost no effect on SOC",,0
Limited increases in savanna carbon stocks over decades of fire suppression,South Africa,2022,"22.3333, -31.1667",Fire management,,Fire suppression,,no_burn,45-60,700,,,,,577,12,4,100,1954,2021,804,"Soil sand
 content, Soil bulk
 density, Soil δ13C",45-60,700,,,,,577,12.00,4,100,1954,2021,804,"Soil sand
content, Soil bulk
density, Soil δ13C",,,,,,,,,,,1.57,0.02,,,4,1,-1,-20,,,,,,Mixed,,89.4,,,,Good,Raqib,"Triennial burning considered 'control' because authors state it is close to typical unmanaged fire interval ~3.5 years. Do we need both fire removal and controlled burning as treatments? Surprising, almost no effect on SOC",,0
Projected Changes in Soil Organic Carbon Stocks over a 50-Year Period under Different Grazing Management Systems in Semi-Arid Grasslands of Kenya,Kenya,2020,"37.1667, -1.5833",Grazing management ,,Control,,Continuous grazing (control),0-10,500,,,,,1800,,,,,,,,0-10,500,,,,,1800,,,,,,,,,,,,,,,,,,,,,,18.66,2.82,,,,,,,,,,,,,,,,,,0
Projected Changes in Soil Organic Carbon Stocks over a 50-Year Period under Different Grazing Management Systems in Semi-Arid Grasslands of Kenya,Kenya,2020,"37.1667, -1.5833",Grazing management ,,Control,,Continuous grazing (control),10-20,500,,,,,1800,,,,,,,,10-20,500,,,,,1800,,,,,,,,,,,,,,,,,,,,,,14.95,2,,,,,,,,,,,,,,,,,,0
Projected Changes in Soil Organic Carbon Stocks over a 50-Year Period under Different Grazing Management Systems in Semi-Arid Grasslands of Kenya,Kenya,2020,"37.1667, -1.5833",Grazing management ,,Control,,Continuous grazing (control),20-30,500,,,,,1800,,,,,,,,20-30,500,,,,,1800,,,,,,,,,,,,,,,,,,,,,,11.97,2.41,,,,,,,,,,,,,,,,,,0
Projected Changes in Soil Organic Carbon Stocks over a 50-Year Period under Different Grazing Management Systems in Semi-Arid Grasslands of Kenya,Kenya,2020,"37.1667, -1.5833",Grazing management ,,Improved grazing methods ,,Rotational grazing ,0-10,500,,,,,1800,,,,,,,,0-10,500,,,,,1800,,,,,,,,,,,,,,,,,,,,,,20.9,1.83,2.24,12.00428725,,,,,,,,,,,,,,,,0
Projected Changes in Soil Organic Carbon Stocks over a 50-Year Period under Different Grazing Management Systems in Semi-Arid Grasslands of Kenya,Kenya,2020,"37.1667, -1.5833",Grazing management ,,Improved grazing methods ,,Rotational grazing ,10-20,500,,,,,1800,,,,,,,,10-20,500,,,,,1800,,,,,,,,,,,,,,,,,,,,,,18.85,0.51,3.9,26.08695652,,,,,,,,,,,,,,,,0
Projected Changes in Soil Organic Carbon Stocks over a 50-Year Period under Different Grazing Management Systems in Semi-Arid Grasslands of Kenya,Kenya,2020,"37.1667, -1.5833",Grazing management ,,Improved grazing methods ,,Rotational grazing ,20-30,500,,,,,1800,,,,,,,,20-30,500,,,,,1800,,,,,,,,,,,,,,,,,,,,,,13.67,2.11,1.7,14.2021721,,,,,,,,,,,,,,,,0
Projected Changes in Soil Organic Carbon Stocks over a 50-Year Period under Different Grazing Management Systems in Semi-Arid Grasslands of Kenya,Kenya,2020,"37.1667, -1.5833",Restoration & Rewilding,,Exclosure ,,Ungrazed,0-10,500,,,,,1800,,,,,,,,0-10,500,,,,,1800,,,,,,,,,,,,,,,,,,,,,,20.95,1.43,2.29,12.27224009,,,,,,,,,,,,,,,,0
Projected Changes in Soil Organic Carbon Stocks over a 50-Year Period under Different Grazing Management Systems in Semi-Arid Grasslands of Kenya,Kenya,2020,"37.1667, -1.5833",Restoration & Rewilding,,Exclosure ,,Ungrazed,10-20,500,,,,,1800,,,,,,,,10-20,500,,,,,1800,,,,,,,,,,,,,,,,,,,,,,19.42,1.65,4.47,29.89966555,,,,,,,,,,,,,,,,0
Projected Changes in Soil Organic Carbon Stocks over a 50-Year Period under Different Grazing Management Systems in Semi-Arid Grasslands of Kenya,Kenya,2020,"37.1667, -1.5833",Restoration & Rewilding,,Exclosure ,,Ungrazed,20-30,500,,,,,1800,,,,,,,,20-30,500,,,,,1800,,,,,,,,,,,,,,,,,,,,,,15.93,4.73,3.96,33.08270677,,,,,,,,,,,,,,,,0
Grassland rehabilitation significantly increases soil carbon stocks by reducing net soil CO <sub>2</sub> emissions,South Africa,2022,"29.361075, -28.811244",Grazing management,,Improved grazing methods,,"Degraded: Rotational grazing (1200 cattle -ha 3 days a year, rest 362 days)",0-5,745,13,,,,1305,3,9,,2011-2012,2014-2015,36,"Soil temperature, CO2 emissions, AGB, BD",0-5,745,13,,,,1305,3.00,9,,2011-2012,2014-2015,36,"Soil temperature, CO2 emissions, AGB, BD",,,,,,,,,1.6,0.02,1.48,0.3,5,0.4,7.5,1,2.5,50.00,,,,,,,Acrisols,64,,,Cattle,Good,Jasper,,,0
Grassland rehabilitation significantly increases soil carbon stocks by reducing net soil CO <sub>2</sub> emissions,South Africa,2022,"29.361075, -28.811244",Restoration & Rewilding,Restoration & Rewilding,Exclosure,Nutrient enrichment ,Degraded: Livestock exclusions with fertiliser,0-5,745,13,,,,1305,3,9,,2011-2012,2014-2015,36,"Soil temperature, CO2 emissions, AGB, BD",0-5,745,13,,,,1305,3.00,9,,2011-2012,2014-2015,36,"Soil temperature, CO2 emissions, AGB, BD",,,,,,,,,1.55,0.03,1.5,0.02,4.6,0.3,7.4,0.4,2.8,60.87,,,,,,,Acrisols,64,,,Cattle,Good,Jasper,,,0
Grassland rehabilitation significantly increases soil carbon stocks by reducing net soil CO <sub>2</sub> emissions,South Africa,2022,"29.361075, -28.811244",Fire management,,Fire inducement,,Degraded: Annual burning,0-5,745,13,,,,1305,3,9,,2011-2012,2014-2015,36,"Soil temperature, CO2 emissions, AGB, BD",0-5,745,13,,,,1305,3.00,9,,2011-2012,2014-2015,36,"Soil temperature, CO2 emissions, AGB, BD",,,,,,,,,1.6,0.02,1.58,0.02,4.4,0.3,4.3,0.2,-0.1,-2.27,,,,,,,Acrisols,64,,,Cattle,Good,Jasper,,,0
Grassland rehabilitation significantly increases soil carbon stocks by reducing net soil CO <sub>2</sub> emissions,South Africa,2022,"29.361075, -28.811244",Grazing management,,Control,,Degraded: Free grazing (control),0-5,745,13,,,,1305,3,9,,2011-2012,2014-2015,36,"Soil temperature, CO2 emissions, AGB, BD",0-5,745,13,,,,1305,3.00,9,,2011-2012,2014-2015,36,"Soil temperature, CO2 emissions, AGB, BD",,,,,,,,,1.59,0.01,1.6,0.04,5,0.4,5,0.3,,,,,,,,,Acrisols,64,,,Cattle,Good,Jasper,,,0
Can encroached rangelands enhance carbon sequestration in the African Savannah?,Namibia,2022,"16.924445, -20.518278",Restoration & Rewilding,,Control,,Control: No bush encroachment management,0-15,500,19,,,,1429,3,,1000,2000,2017,204,"N, P, K, Ca, pH, EC, and Na",0-15,500,19,,,,1429,3.00,,1000,2000,2017,204,"N, P, K, Ca, pH, EC, and Na",,,6.9,,,,,,,,1.16,,,,14.09,,,,,,,,,woody/shrubby,Sandy Loam,80.36,,,,Good,Idowu,"JK - reviewed. two study sites but values were reported as an average across them, not disaggregated, for each treatment",,0
Can encroached rangelands enhance carbon sequestration in the African Savannah?,Namibia,2022,"16.924445, -20.518278",Restoration & Rewilding,,Species removal,,Treatment: Mechanical thinning,0-15,500,19,,,,1429,3,,1000,2008,2017,108,"N, P, K, Ca, pH, EC, and Na",0-15,500,19,,,,1429,3.00,,1000,2008,2017,108,"N, P, K, Ca, pH, EC, and Na",,,6,,,,,,,,1.13,,,,10.17,,-3.92,-27.82114975,,,,,,woody/shrubby,Sandy Loam,80.36,,,,Good,Idowu,"JK - reviewed. two study sites but values were reported as an average across them, not disaggregated, for each treatment",,0
Can encroached rangelands enhance carbon sequestration in the African Savannah?,Namibia,2022,"16.924445, -20.518278",Restoration & Rewilding,,Species removal,,Treatment: Chemical herbicide spray,0-15,500,19,,,,1429,3,,1000,2005,2017,144,"N, P, K, Ca, pH, EC, and Na",0-15,500,19,,,,1429,3.00,,1000,2005,2017,144,"N, P, K, Ca, pH, EC, and Na",,,7.7,,,,,,,,1.26,,,,9.64,,-4.45,-31.58268275,,,,,,woody/shrubby,Sandy Loam,80.36,,,,Good,Idowu,"JK - reviewed. two study sites but values were reported as an average across them, not disaggregated, for each treatment",,0
Can encroached rangelands enhance carbon sequestration in the African Savannah?,Namibia,2022,"16.924445, -20.518278",Restoration & Rewilding,,Control,,Control: No bush encroachment management,15-30,500,19,,,,1429,3,,1000,2000,2017,204,"N, P, K, Ca, pH, EC, and Na",15 - 30,500,19,,,,1429,3.00,,1000,2000,2017,204,"N, P, K, Ca, pH, EC, and Na",,,5.8,,,,,,,,1.18,,,,11,,,,,,,,,woody/shrubby,Sandy Loam,80.36,,,,Good,Idowu,"JK - reviewed. two study sites but values were reported as an average across them, not disaggregated, for each treatment",,0
Can encroached rangelands enhance carbon sequestration in the African Savannah?,Namibia,2022,"16.924445, -20.518278",Restoration & Rewilding,,Species removal,,Treatment: Mechanical thinning,15-30,500,19,,,,1429,3,,1000,2008,2017,108,"N, P, K, Ca, pH, EC, and Na",15 - 30,500,19,,,,1429,3.00,,1000,2008,2017,108,"N, P, K, Ca, pH, EC, and Na",,,3.6,,,,,,,,1.14,,,,6.16,,-4.84,-44,,,,,,woody/shrubby,Sandy Loam,80.36,,,,Good,Idowu,"JK - reviewed. two study sites but values were reported as an average across them, not disaggregated, for each treatment",,0
Can encroached rangelands enhance carbon sequestration in the African Savannah?,Namibia,2022,"16.924445, -20.518278",Restoration & Rewilding,,Species removal,,Treatment: Chemical herbicide spray,15-30,500,19,,,,1429,3,,1000,2005,2017,144,"N, P, K, Ca, pH, EC, and Na",15 - 30,500,19,,,,1429,3.00,,1000,2005,2017,144,"N, P, K, Ca, pH, EC, and Na",,,5.6,,,,,,,,1.28,,,,8.64,,-2.36,-21.45454545,,,,,,woody/shrubby,Sandy Loam,80.36,,,,Good,Idowu,"JK - reviewed. two study sites but values were reported as an average across them, not disaggregated, for each treatment",,0
Can encroached rangelands enhance carbon sequestration in the African Savannah?,Namibia,2022,"16.924445, -20.518278",Restoration & Rewilding,,Control,,Control: No bush encroachment management,30-45,500,19,,,,1429,3,,1000,2000,2017,204,"N, P, K, Ca, pH, EC, and Na",30 - 45,500,19,,,,1429,3.00,,1000,2000,2017,204,"N, P, K, Ca, pH, EC, and Na",,,5,,,,,,,,1.21,,,,9.59,,,,,,,,,woody/shrubby,Sandy Loam,80.36,,,,Good,Idowu,"JK - reviewed. two study sites but values were reported as an average across them, not disaggregated, for each treatment",,0
Can encroached rangelands enhance carbon sequestration in the African Savannah?,Namibia,2022,"16.924445, -20.518278",Restoration & Rewilding,,Species removal,,Treatment: Mechanical thinning,30-45,500,19,,,,1429,3,,1000,2008,2017,108,"N, P, K, Ca, pH, EC, and Na",30 - 45,500,19,,,,1429,3.00,,1000,2008,2017,108,"N, P, K, Ca, pH, EC, and Na",,,3.4,,,,,,,,1.17,,,,5.97,,-3.62,-37.74765381,,,,,,woody/shrubby,Sandy Loam,80.36,,,,Good,Idowu,"JK - reviewed. two study sites but values were reported as an average across them, not disaggregated, for each treatment",,0
Can encroached rangelands enhance carbon sequestration in the African Savannah?,Namibia,2022,"16.924445, -20.518278",Restoration & Rewilding,,Species removal,,Treatment: Chemical herbicide spray,30-45,500,19,,,,1429,3,,1000,2005,2017,144,"N, P, K, Ca, pH, EC, and Na",30 - 45,500,19,,,,1429,3.00,,1000,2005,2017,144,"N, P, K, Ca, pH, EC, and Na",,,5.2,,,,,,,,1.32,,,,9.11,,-0.48,-5.005213764,,,,,,woody/shrubby,Sandy Loam,80.36,,,,Good,Idowu,"JK - reviewed. two study sites but values were reported as an average across them, not disaggregated, for each treatment",,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Control,,Arable Land (control) - site 1,0-5,700,13.8,,,,1744.5,3,4,,,,,,0-5,700,13.8,,,,1744.5,3.00,4,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 1 - 5 - site 1,0-5,700,13.8,,,,1744.5,3,4,,,,,,0-5,700,13.8,,,,1744.5,3.00,4,,,,,,10.5,,,,,,,,,,,,,,,,,,,1,10.52631579,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 6 - 9 - site 1,0-5,700,13.8,,,,1744.5,2,4,,,,,,0-5,700,13.8,,,,1744.5,2.00,4,,,,,,16.5,,,,,,,,,,,,,,,,,,,7,73.68421053,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 10 - 11 - site 1,0-5,700,13.8,,,,1744.5,2,4,,,,,,0-5,700,13.8,,,,1744.5,2.00,4,,,,,,20.9,,,,,,,,,,,,,,,,,,,11.4,120,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 12 - 14 - site 1,0-5,700,13.8,,,,1744.5,2,4,,,,,,0-5,700,13.8,,,,1744.5,2.00,4,,,,,,19,,,,,,,,,,,,,,,,,,,9.5,100,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 15 - 20 - site 1,0-5,700,13.8,,,,1744.5,3,4,,,,,,0-5,700,13.8,,,,1744.5,3.00,4,,,,,,25.9,,,,,,,,,,,,,,,,,,,16.4,172.6315789,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 21 - 25 - site 1,0-5,700,13.8,,,,1744.5,1,4,,,,,,0-5,700,13.8,,,,1744.5,1.00,4,,,,,,22.8,,,,,,,,,,,,,,,,,,,13.3,140,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age >30 - site 1,0-5,700,13.8,,,,1744.5,2,4,,,,,,0-5,700,13.8,,,,1744.5,2.00,4,,,,,,21.2,,,,,,,,,,,,,,,,,,,11.7,123.1578947,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Control,,Arable Land (control) - site 2,0-5,575,16.6,,,,1399.5,2,4,,,,,,0-5,575,16.6,,,,1399.5,2.00,4,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 1 - 5 - site 2,0-5,575,16.6,,,,1399.5,1,4,,,,,,0-5,575,16.6,,,,1399.5,1.00,4,,,,,,8,,,,,,,,,,,,,,,,,,,4.7,142.4242424,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 6 - 9 - site 2,0-5,575,16.6,,,,1399.5,3,4,,,,,,0-5,575,16.6,,,,1399.5,3.00,4,,,,,,10.2,,,,,,,,,,,,,,,,,,,6.9,209.0909091,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 10 - 11 - site 2,0-5,575,16.6,,,,1399.5,3,4,,,,,,0-5,575,16.6,,,,1399.5,3.00,4,,,,,,10.4,,,,,,,,,,,,,,,,,,,7.1,215.1515152,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 12 - 14 - site 2,0-5,575,16.6,,,,1399.5,2,4,,,,,,0-5,575,16.6,,,,1399.5,2.00,4,,,,,,10.9,,,,,,,,,,,,,,,,,,,7.6,230.3030303,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 15 - 20 - site 2,0-5,575,16.6,,,,1399.5,4,4,,,,,,0-5,575,16.6,,,,1399.5,4.00,4,,,,,,11,,,,,,,,,,,,,,,,,,,7.7,233.3333333,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 21 - 25 - site 2,0-5,575,16.6,,,,1399.5,3,4,,,,,,0-5,575,16.6,,,,1399.5,3.00,4,,,,,,10.2,,,,,,,,,,,,,,,,,,,6.9,209.0909091,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Control,,Arable Land (control) - site 3,0-5,648,16,,,,1565,2,4,,,,,,0-5,648,16,,,,1565,2.00,4,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 1 - 5 - site 3,0-5,648,16,,,,1565,4,4,,,,,,0-5,648,16,,,,1565,4.00,4,,,,,,7.6,,,,,,,,,,,,,,,,,,,2.6,52,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 6 - 9 - site 3,0-5,648,16,,,,1565,4,4,,,,,,0-5,648,16,,,,1565,4.00,4,,,,,,7.6,,,,,,,,,,,,,,,,,,,2.6,52,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 10 - 11 - site 3,0-5,648,16,,,,1565,2,4,,,,,,0-5,648,16,,,,1565,2.00,4,,,,,,8.6,,,,,,,,,,,,,,,,,,,3.6,72,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 12 - 14 - site 3,0-5,648,16,,,,1565,3,4,,,,,,0-5,648,16,,,,1565,3.00,4,,,,,,12.4,,,,,,,,,,,,,,,,,,,7.4,148,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 15 - 20 - site 3,0-5,648,16,,,,1565,4,4,,,,,,0-5,648,16,,,,1565,4.00,4,,,,,,14.5,,,,,,,,,,,,,,,,,,,9.5,190,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age 21 - 25 - site 3,0-5,648,16,,,,1565,2,4,,,,,,0-5,648,16,,,,1565,2.00,4,,,,,,12.7,,,,,,,,,,,,,,,,,,,7.7,154,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
Lignin dynamics in secondary pasture soils of the South African Highveld,South Africa,2018,,Restoration & Rewilding,,Re-seeding,,Pasture Age >30 - site 3,0-5,648,16,,,,1565,1,4,,,,,,0-5,648,16,,,,1565,1.00,4,,,,,,15,,,,,,,,,,,,,,,,,,,10,200,,,Grassland,,,,,,,Nathaniel,,No bulk density or stocks ,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Grazing management,,Improved grazing methods,,Site 1 - Exclosure (no dry season grazing),0-20,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,10.96,,,,,,,,,,,,,,,,,0.01,0.09132420091,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Grazing management,,Control,,Site 1 - Open grazing (control),0-20,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,10.95,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,Jasper,,,0
