,Scientific Name,Local Name,Tree Usage,Other Usages,has_fruits,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
143,Combretum,Itithi,FODDER FIREWOOD CONSTRUCTION SHADE SOIL_FERTILITY ,,FALSE,Kenya,itithi,local_name (replaced NA),Kenya,Combretum Loefl.,GENUS,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Combretum,,96,Combretum,itithi,Kenya,V,combretum glandulosa,0,Accepted,scientific_name,itithi,itithi,both,Combretum
144,Melia volkensii,Mukau,FODDER MEDICINAL FIREWOOD CONSTRUCTION SHADE SOIL_FERTILITY ,,FALSE,Kenya,melia volkensi,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,98,Melia volkensii,,,,,,,,,,both,Melia volkensii
145,Balanites aegyptiaca,mululi,SOIL_FERTILITY SHADE CONSTRUCTION FODDER FIREWOOD ,,FALSE,Kenya,mululi,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,mululi,Kenya,V,balanites aegyptiaca,0,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
146,Acacia,acacia,SHADE CONSTRUCTION FODDER FIREWOOD ,fencing material,FALSE,Kenya,acacia,local_name (replaced NA),Kenya,Acacia Mill.,GENUS,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,,96,Acacia,acacia,,T,acacia spp,0,Accepted,scientific_name,acacia,acacia,both,Acacia
147,Terminalia brownii,muuku,MEDICINAL SOIL_FERTILITY SHADE CONSTRUCTION FIREWOOD ,,FALSE,Kenya,muuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,Muuku,Kenya,R,terminalia brownii,0,Accepted,scientific_name,kiuku,kiuuku,both,Terminalia brownii
148,Commiphora glandulosa,itula,SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,itula,local_name (replaced NA),Kenya,Commiphora glandulosa Schinz,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Burseraceae,Commiphora,Commiphora glandulosa,100,Commiphora glandulosa,itula,Kenya,V,commiphora glandulosa,0,Accepted,scientific_name,ikuu,ikuu,both,Commiphora glandulosa
149,Cassia arereh,mwelandathe,MEDICINAL SOIL_FERTILITY SHADE CONSTRUCTION FODDER FIREWOOD ,,FALSE,Kenya,mwelandathe,local_name (replaced NA),Kenya,Cassia arereh Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Cassia,Cassia arereh,100,Cassia arereh,mwela ndathe,Kenya,V,cassia arereh,0.016666667,Accepted,scientific_name,mwela ndathe,mwela ndathe,both,Cassia arereh
150,Acacia nilotica,musemei,SOIL_FERTILITY CONSTRUCTION FODDER FIREWOOD ,fencing material,FALSE,Kenya,musemei,local_name (replaced NA),Kenya,Acacia nilotica (L.) Willd. ex Delile,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia nilotica,99,Acacia nilotica,musemei,Kenya,V,acacia nilotica,0,Accepted,scientific_name,musemei,musemei,both,Acacia nilotica
151,Dalbergia melanoxylon,muvingo,SOIL_FERTILITY CONSTRUCTION FODDER FIREWOOD ,,FALSE,Kenya,muvingo,local_name (replaced NA),Kenya,Dalbergia melanoxylon Guill. & Perr.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Dalbergia,Dalbergia melanoxylon,100,Dalbergia melanoxylon,Muvingo,Kenya,R,dalbergia melanoxylon,0,Accepted,scientific_name,muvingo,Muvingo,both,Dalbergia melanoxylon
152,Berchemia discolor,kisaaya,SHADE CONSTRUCTION FODDER FIREWOOD ,,FALSE,Kenya,kisaaya,local_name (replaced NA),Kenya,Berchemia discolor (Klotzsch) Hemsl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rhamnaceae,Phyllogeiton,Phyllogeiton discolor,100,Berchemia discolor,Kisaaya,Kenya,V,berchemia discolor,0,Accepted,scientific_name,kisaaya,Kisaaya,both,Berchemia discolor
153,Eriobotrya japonica,kiundua,SOIL_FERTILITY SHADE CONSTRUCTION FIREWOOD ,,FALSE,Kenya,kiundua,local_name (replaced NA),Kenya,Eriobotrya japonica (Thunb.) Lindl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rosaceae,Rhaphiolepis,Rhaphiolepis bibas,100,Eriobotrya japonica,Kitunda,Kenya,R,eriobotrya japonica,0.076190476,Accepted,scientific_name,kiundwa,Kitunda,both,Eriobotrya japonica
154,Combretum aculeatum,imuna,SHADE CONSTRUCTION FIREWOOD ,,FALSE,Kenya,imuna,local_name (replaced NA),Kenya,Combretum aculeatum Vent.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Combretum,Combretum aculeatum,100,Combretum aculeatum,imuna,Kenya,V,combretum aculeatum,0,Accepted,scientific_name,imuna,imuna,both,Combretum aculeatum
155,,mumele,CONSTRUCTION FIREWOOD ,,FALSE,Kenya,mumele,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
156,Olea europaea,muthaalwa,CONSTRUCTION FIREWOOD ,,FALSE,Kenya,muthaalwa,local_name (replaced NA),Kenya,Olea europaea L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Oleaceae,Olea,Olea europaea,99,Olea europaea,Muthata,Kenya,R,olea europaea,0.095238095,Accepted,scientific_name,muthaalwa,Muthata,both,Olea europaea
157,Terminalia brownii,kiuuku,FIREWOOD CONSTRUCTION SOIL_FERTILITY SHADE ,,FALSE,Kenya,kiuuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,kiuuku,Kenya,V,terminalia brownii,0,Accepted,scientific_name,kiuku,kiuuku,both,Terminalia brownii
158,Cassia arereh,mwela ndathe,FIREWOOD CONSTRUCTION SHADE MEDICINAL ,,FALSE,Kenya,mwela ndathe,local_name (replaced NA),Kenya,Cassia arereh Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Cassia,Cassia arereh,100,Cassia arereh,mwela ndathe,Kenya,V,cassia arereh,0,Accepted,scientific_name,mwela ndathe,mwela ndathe,both,Cassia arereh
159,,mchora,FIREWOOD CONSTRUCTION SOIL_FERTILITY SHADE ,,FALSE,Kenya,mchora,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
160,,kimwaa,FIREWOOD FODDER ,for fencing,FALSE,Kenya,kimwaa,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
161,Melia volkensii,mukau,FIREWOOD FODDER CONSTRUCTION SHADE ,,FALSE,Kenya,melia volkensii,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,,,,,,,,,,both,Melia volkensii
162,Berchemia discolor,kisaaya,FIREWOOD FODDER CONSTRUCTION FRUITS ,,TRUE,Kenya,kisaaya,local_name (replaced NA),Kenya,Berchemia discolor (Klotzsch) Hemsl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rhamnaceae,Phyllogeiton,Phyllogeiton discolor,100,Berchemia discolor,Kisaaya,Kenya,V,berchemia discolor,0,Accepted,scientific_name,kisaaya,Kisaaya,both,Berchemia discolor
163,Acacia mellifera,muthiia,FIREWOOD FODDER CONSTRUCTION ,for fencing,FALSE,Kenya,muthiia,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,Muthiia,Kenya,R,acacia mellifera,0,Accepted,scientific_name,muthiia,Muthiia,both,Acacia mellifera
164,Calliandra,kalila,FIREWOOD SHADE MEDICINAL ,,FALSE,Kenya,kalila,local_name (replaced NA),Kenya,Calliandra Benth.,GENUS,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Calliandra,,96,Calliandra,kaliyan,,T,calliandra spp,0.09047619,Accepted,scientific_name,kalila,kaliyan,both,Calliandra
165,Cassia sieberiana,kaluli,FIREWOOD FODDER CONSTRUCTION SHADE ,,FALSE,Kenya,kaluli,local_name (replaced NA),Kenya,Cassia sieberiana DC.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Cassia,Cassia sieberiana,99,Cassia sieberiana,kaluli,Kenya,V,cassia sieberiana,0,Accepted,scientific_name,kaluli,kaluli,both,Cassia sieberiana
166,Euphorbia tirucalli,Ndau,CONSTRUCTION ,fence,FALSE,Kenya,ndau,local_name (replaced NA),Kenya,Euphorbia tirucalli L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia tirucalli,99,Euphorbia tirucalli,Ndau,Kenya,R,euphorbia tirucalli,0,Accepted,scientific_name,ndau,Ndau,both,Euphorbia tirucalli
167,,unknown name,FIREWOOD CONSTRUCTION SHADE ,,FALSE,Kenya,unknown name,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
168,,unknown,SHADE ,,FALSE,Kenya,unknown,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
169,Senna siamea,mlezeni,SHADE ,,FALSE,Kenya,mlezeni,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mlezeni,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
170,Leucaena leucocephala,lucina,SHADE ,,FALSE,Kenya,lucina,local_name (replaced NA),Kenya,Leucaena leucocephala (Lam.) de Wit,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,99,Leucaena leucocephala,Lusina,Kenya,R,leucaena leucocephala,0.088888889,Accepted,scientific_name,lucina,Lusina,both,Leucaena leucocephala
171,Syzygium cumini,Mzambarau,SHADE ,,FALSE,Kenya,mzambarau,local_name (replaced NA),Kenya,Syzygium cumini (L.) Skeels,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cumini,100,Syzygium cumini,Mzambarau,Kenya,R,syzygium cumini,0,Accepted,scientific_name,mzambarau,Mzambarau,both,Syzygium cumini
172,Tamarindus indica,Mkwaju,SHADE ,,FALSE,Kenya,mkwaju,local_name (replaced NA),Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,Mkwayu,Kenya,R,tamarindus indica,0.066666667,Accepted,scientific_name,mkwaju,Mkwayu,both,Tamarindus indica
173,,Mchrismass,SHADE ,,FALSE,Kenya,mchrismass,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
174,Senna siamea,Mjohoro,SHADE ,,FALSE,Kenya,mjohoro,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mjohoro,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
175,Mangifera indica,MUEMBE,FODDER FRUITS SHADE FIREWOOD ,,TRUE,Kenya,muembe,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,Mwembe,Kenya,R,mangifera indica,0.1,Accepted,scientific_name,mango tree,Mango tree,both,Mangifera indica
176,Melia volkensii,Mukau,MEDICINAL SHADE FODDER FIREWOOD CONSTRUCTION SOIL_FERTILITY ,,FALSE,Kenya,melia volkensi,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,98,Melia volkensii,,,,,,,,,,both,Melia volkensii
177,Terminalia brownii,Kiuuku,SHADE FODDER FIREWOOD CONSTRUCTION SOIL_FERTILITY ,,FALSE,Kenya,kiuuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,kiuuku,Kenya,V,terminalia brownii,0,Accepted,scientific_name,kiuku,kiuuku,both,Terminalia brownii
178,Acacia nilotica,Kisemei,MEDICINAL SHADE FIREWOOD SOIL_FERTILITY ,,FALSE,Kenya,kisemei,local_name (replaced NA),Kenya,Acacia nilotica (L.) Willd. ex Delile,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia nilotica,99,Acacia nilotica,kisemei,Kenya,V,acacia nilotica,0,Accepted,scientific_name,musemei,musemei,both,Acacia nilotica
179,Delonix elata,Muange,SHADE FODDER FIREWOOD CONSTRUCTION SOIL_FERTILITY ,,FALSE,Kenya,muange,local_name (replaced NA),Kenya,Delonix elata (L.) Gamble,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix elata,100,Delonix elata,Muange,Kenya,R,delonix elata,0,Accepted,scientific_name,muange,Muange,both,Delonix elata
180,Sterculia africana,Kiusya,CONSTRUCTION ,Threads,FALSE,Kenya,kiusya,local_name (replaced NA),Kenya,Sterculia africana (Lour.) Fiori,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Sterculia,Sterculia africana,100,Sterculia africana,kiusya,Kenya,V,sterculia africana,0,Accepted,scientific_name,kiusya,kiusya,both,Sterculia africana
181,,Mwaa wa usi,SHADE FODDER FIREWOOD CONSTRUCTION SOIL_FERTILITY ,,FALSE,Kenya,mwaa wa usi,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
182,Commiphora glandulosa,Itula,SHADE FIREWOOD CONSTRUCTION SOIL_FERTILITY ,,FALSE,Kenya,itula,local_name (replaced NA),Kenya,Commiphora glandulosa Schinz,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Burseraceae,Commiphora,Commiphora glandulosa,100,Commiphora glandulosa,itula,Kenya,V,commiphora glandulosa,0,Accepted,scientific_name,ikuu,ikuu,both,Commiphora glandulosa
183,Balanites aegyptiaca,Kiluli,FIREWOOD CONSTRUCTION ,carving,FALSE,Kenya,kiluli,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,Kilului,Kenya,R,balanites aegyptiaca,0.028571429,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
184,Acacia tortilis,Mwaa,SHADE FODDER FIREWOOD SOIL_FERTILITY ,,FALSE,Kenya,acacia tortillis,scientific_name,Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,,,,,,,,,,both,Acacia tortilis
185,Khaya anthotheca,Kiumo,SHADE FIREWOOD CONSTRUCTION SOIL_FERTILITY ,shrine,FALSE,Kenya,kiumo,local_name (replaced NA),Kenya,Khaya anthotheca (Welw.) C.DC.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Khaya,Khaya anthotheca,100,Khaya anthotheca,Kirumbo,Uganda,R,khaya anthotheca,0.076190476,Accepted,scientific_name,kiumo,Kirumbo,both,Khaya anthotheca
186,Adansonia digitata,Kiamba,FRUITS SHADE SOIL_FERTILITY ,Weaving,TRUE,Kenya,kiamba,local_name (replaced NA),Kenya,Adansonia digitata L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Adansonia,Adansonia digitata,100,Adansonia digitata,kiamba,Kenya,V,adansonia digitata,0,Accepted,scientific_name,kiamba,kiamba,both,Adansonia digitata
187,Commiphora glandulosa,Ikuu,SHADE FIREWOOD SOIL_FERTILITY ,,FALSE,Kenya,ikuu,local_name (replaced NA),Kenya,Commiphora glandulosa Schinz,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Burseraceae,Commiphora,Commiphora glandulosa,100,Commiphora glandulosa,ikuu,Kenya,V,commiphora glandulosa,0,Accepted,scientific_name,ikuu,ikuu,both,Commiphora glandulosa
188,Melia volkensii,Mukau,MEDICINAL SHADE FODDER FIREWOOD CONSTRUCTION SOIL_FERTILITY ,,FALSE,Kenya,melia volkensi,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,98,Melia volkensii,,,,,,,,,,both,Melia volkensii
189,Terminalia brownii,Kiuuku,SHADE FODDER FIREWOOD CONSTRUCTION SOIL_FERTILITY ,,FALSE,Kenya,kiuuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,kiuuku,Kenya,V,terminalia brownii,0,Accepted,scientific_name,kiuku,kiuuku,both,Terminalia brownii
190,Acacia nilotica,Kisemei,MEDICINAL SHADE FIREWOOD SOIL_FERTILITY ,,FALSE,Kenya,kisemei,local_name (replaced NA),Kenya,Acacia nilotica (L.) Willd. ex Delile,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia nilotica,99,Acacia nilotica,kisemei,Kenya,V,acacia nilotica,0,Accepted,scientific_name,musemei,musemei,both,Acacia nilotica
191,Delonix elata,Muange,SHADE FODDER FIREWOOD CONSTRUCTION SOIL_FERTILITY ,,FALSE,Kenya,muange,local_name (replaced NA),Kenya,Delonix elata (L.) Gamble,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix elata,100,Delonix elata,Muange,Kenya,R,delonix elata,0,Accepted,scientific_name,muange,Muange,both,Delonix elata
192,Sterculia africana,Kiusya,CONSTRUCTION ,Threads,FALSE,Kenya,kiusya,local_name (replaced NA),Kenya,Sterculia africana (Lour.) Fiori,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Sterculia,Sterculia africana,100,Sterculia africana,kiusya,Kenya,V,sterculia africana,0,Accepted,scientific_name,kiusya,kiusya,both,Sterculia africana
193,,Mwaa wa usi,SHADE FODDER FIREWOOD CONSTRUCTION SOIL_FERTILITY ,,FALSE,Kenya,mwaa wa usi,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
194,Commiphora glandulosa,Itula,SHADE FIREWOOD CONSTRUCTION SOIL_FERTILITY ,,FALSE,Kenya,itula,local_name (replaced NA),Kenya,Commiphora glandulosa Schinz,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Burseraceae,Commiphora,Commiphora glandulosa,100,Commiphora glandulosa,itula,Kenya,V,commiphora glandulosa,0,Accepted,scientific_name,ikuu,ikuu,both,Commiphora glandulosa
195,Balanites aegyptiaca,Kiluli,FIREWOOD CONSTRUCTION ,carving,FALSE,Kenya,kiluli,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,Kilului,Kenya,R,balanites aegyptiaca,0.028571429,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
196,Acacia tortilis,Mwaa,SHADE FODDER FIREWOOD SOIL_FERTILITY ,,FALSE,Kenya,acacia tortillis,scientific_name,Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,,,,,,,,,,both,Acacia tortilis
197,Khaya anthotheca,Kiumo,SHADE FIREWOOD CONSTRUCTION SOIL_FERTILITY ,shrine,FALSE,Kenya,kiumo,local_name (replaced NA),Kenya,Khaya anthotheca (Welw.) C.DC.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Khaya,Khaya anthotheca,100,Khaya anthotheca,Kirumbo,Uganda,R,khaya anthotheca,0.076190476,Accepted,scientific_name,kiumo,Kirumbo,both,Khaya anthotheca
198,Adansonia digitata,Kiamba,FRUITS SHADE SOIL_FERTILITY ,Weaving,TRUE,Kenya,kiamba,local_name (replaced NA),Kenya,Adansonia digitata L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Adansonia,Adansonia digitata,100,Adansonia digitata,kiamba,Kenya,V,adansonia digitata,0,Accepted,scientific_name,kiamba,kiamba,both,Adansonia digitata
199,Commiphora glandulosa,Ikuu,SHADE FIREWOOD SOIL_FERTILITY ,,FALSE,Kenya,ikuu,local_name (replaced NA),Kenya,Commiphora glandulosa Schinz,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Burseraceae,Commiphora,Commiphora glandulosa,100,Commiphora glandulosa,ikuu,Kenya,V,commiphora glandulosa,0,Accepted,scientific_name,ikuu,ikuu,both,Commiphora glandulosa
200,Albizia anthelmintica,porozi,MEDICINAL FIREWOOD SHADE ,,FALSE,Kenya,porozi,local_name (replaced NA),Kenya,Albizia anthelmintica (A.Rich.) Brongn.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Albizia,Albizia anthelmintica,100,Albizia anthelmintica,Porozi,Kenya,V,albizia anthelmintica,0,Accepted,scientific_name,porozi,Porozi,both,Albizia anthelmintica
201,,mshigha,SHADE FIREWOOD SOIL_FERTILITY ,,FALSE,Kenya,mshigha,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
202,,mwalungombe,SHADE FIREWOOD ,,FALSE,Kenya,mwalungombe,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
203,Albizia anthelmintica,porozi,CONSTRUCTION SHADE SOIL_FERTILITY FIREWOOD MEDICINAL ,,FALSE,Kenya,porozi,local_name (replaced NA),Kenya,Albizia anthelmintica (A.Rich.) Brongn.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Albizia,Albizia anthelmintica,100,Albizia anthelmintica,Porozi,Kenya,V,albizia anthelmintica,0,Accepted,scientific_name,porozi,Porozi,both,Albizia anthelmintica
204,Iti,iti ya wasi,CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,iti ya wasi,local_name (replaced NA),Kenya,Iti Garn.-Jones & P.N.Johnson,GENUS,SYNONYM,Plantae,Tracheophyta,Brassicales,Brassicaceae,Cardamine,,96,Iti,,,,,,,,,,both,Iti
205,Terminalia brownii,Muuku,CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,muuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,Muuku,Kenya,R,terminalia brownii,0,Accepted,scientific_name,kiuku,kiuuku,both,Terminalia brownii
206,Combretum,Itiithi,FIREWOOD ,,FALSE,Kenya,itiithi,local_name (replaced NA),Kenya,Combretum Loefl.,GENUS,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Combretum,,96,Combretum,itithi,Kenya,V,combretum glandulosa,0.072222222,Accepted,scientific_name,itithi,itithi,both,Combretum
207,Combretum molle,Mwaa,FIREWOOD ,,FALSE,Kenya,mwaa,local_name (replaced NA),Kenya,Combretum molle R.Br. ex G.Don,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Combretum,Combretum molle,99,Combretum molle,Mwama,Kenya,R,combretum molle,0.046666666666666745,Accepted,scientific_name,mwaa,Mwama,both,Combretum molle
208,Acacia nilotica,kisele,FODDER SHADE FIREWOOD ,,FALSE,Kenya,kisele,local_name (replaced NA),Kenya,Acacia nilotica (L.) Willd. ex Delile,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia nilotica,99,Acacia nilotica,kisemei,Kenya,V,acacia nilotica,0.09047619,Accepted,scientific_name,musemei,musemei,both,Acacia nilotica
209,,Magoo,FODDER SHADE FRUITS FIREWOOD ,,TRUE,Kenya,magoo,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
210,Neoboutonia macrocalyx,kiongoa,SHADE FIREWOOD ,,FALSE,Kenya,kiongoa,local_name (replaced NA),Kenya,Neoboutonia macrocalyx Pax,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Neoboutonia,Neoboutonia macrocalyx,100,Neoboutonia macrocalyx,Kiona,Uganda,R,neoboutonia macrocalyx,0.057142857,Accepted,scientific_name,kiongoa,Kiona,both,Neoboutonia macrocalyx
211,Croton megalocarpus,kithulu,SHADE MEDICINAL FIREWOOD ,,FALSE,Kenya,kithulu,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Kithulu,Kenya,V,croton megalocarpus,0,Accepted,scientific_name,kithulu,Kithulu,both,Croton megalocarpus
212,Adansonia digitata,kiama,CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,kiama,local_name (replaced NA),Kenya,Adansonia digitata L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Adansonia,Adansonia digitata,100,Adansonia digitata,kiamba,Kenya,V,adansonia digitata,0.033333333333333326,Accepted,scientific_name,kiamba,kiamba,both,Adansonia digitata
213,,kimwaa,SHADE FIREWOOD ,,FALSE,Kenya,kimwaa,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
214,Vangueria apiculata,Muva,SHADE FRUITS FIREWOOD ,Fencing,TRUE,Kenya,muva,local_name (replaced NA),Kenya,Vangueria apiculata K.Schum.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Gentianales,Rubiaceae,Vangueria,Vangueria apiculata,100,Vangueria apiculata,Muvuma,Kenya,R,vangueria apiculata,0.077777778,Accepted,scientific_name,muva,Muvuma,both,Vangueria apiculata
215,,Muti Mwilu,SOIL_FERTILITY SHADE FIREWOOD ,Fencing,FALSE,Kenya,muti mwilu,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
216,Borassus aethiopum,Muumo,SOIL_FERTILITY CONSTRUCTION SHADE FIREWOOD ,Shrine Fencing,FALSE,Kenya,muumo,local_name (replaced NA),Kenya,Borassus aethiopum Mart.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Arecales,Arecaceae,Borassus,Borassus aethiopum,100,Borassus aethiopum,Mugumo,Kenya,R,borassus aethiopum,0.044444444,Accepted,scientific_name,muumo,Mugumo,both,Borassus aethiopum
